fuel_log_id,vehicle_id,fuel_date,liters,fuel_cost,odometer_reading
8444,10,2026-02-03,115.68,8885.56,79661
8445,2,2026-05-03,31.15,2788.59,134840
8446,15,2026-03-19,54.29,4459.41,138467
8447,7,2026-03-13,63.21,6401.05,106100
8448,3,2025-02-12,105.6,11848.72,121136
8449,6,2025-06-03,11.78,2994.57,249674
8450,12,2024-10-10,10.89,9165.38,37956
8451,3,2024-10-23,72.03,11328.67,36612
8452,8,2024-10-19,91.52,2891.97,146348
8453,3,2026-03-23,16.09,4051.38,155316
8454,5,2026-04-12,66.53,9528.51,163010
8455,3,2026-05-02,96.99,9596.12,385668
8456,11,2025-09-09,32.36,1586.31,123813
8457,4,2025-01-18,50.51,7803.78,389540
8458,6,2024-11-03,22.17,1591.38,61052
8459,3,2025-10-30,21.46,6058.31,393392
8460,9,2025-10-11,101.16,2251.34,337074
8461,11,2025-01-05,28.65,10055.87,390398
8462,12,2025-03-06,34.51,11081.17,84299
8463,9,2026-04-09,47.71,6364.57,215640
8464,10,2026-04-02,64.01,2078.99,203144
8465,2,2025-07-28,51.26,3348.33,324713
8466,8,2026-01-23,107.84,9830.24,354028
8467,6,2025-05-18,85.06,5326.06,336498
8468,6,2024-09-07,15.02,9278.56,323954
8469,2,2025-08-03,63.05,9311.82,77678
8470,14,2024-10-06,91.66,5706.52,295642
8471,12,2025-03-25,98.97,4196.69,186279
8472,4,2025-02-25,73.64,7538.3,81043
8473,13,2025-03-13,37.38,10916.77,175838
8474,12,2024-10-24,50.43,11975.35,209210
8475,3,2025-03-15,12.86,8543.85,140894
8476,5,2024-08-12,88.99,9390.05,191613
8477,1,2026-02-08,28.2,3860.2,83492
8478,11,2024-07-06,31.28,1909.99,103863
8479,3,2025-10-12,118.35,7622.67,243890
8480,7,2026-05-20,114.95,4939.57,139168
8481,15,2025-03-01,37.76,6322.37,166712
8482,10,2024-08-18,16.87,10619.51,367087
8483,5,2025-04-28,24.77,10680.63,261110
8484,12,2025-06-16,98.75,10660.92,309882
8485,3,2025-01-08,111.2,1534.91,43790
8486,10,2026-04-06,96.62,1663.51,370984
8487,1,2025-02-23,84.9,5894.17,84145
8488,5,2024-12-05,97.45,5517.51,222605
8489,8,2024-11-07,37.43,1863.93,181473
8490,9,2025-11-04,119.1,8466.5,168071
8491,9,2026-03-11,48.87,6440.89,75408
8492,6,2025-08-04,11.14,6660.9,390431
8493,5,2024-06-17,89.63,2229.33,175349
8494,6,2026-05-14,30.96,10308.82,88371
8495,2,2025-02-02,51.2,6069.69,394134
8496,6,2025-05-01,50.69,10830.55,156750
8497,4,2024-06-28,66.22,5973.36,37560
8498,1,2024-12-17,79.74,1926.7,215011
8499,6,2024-05-29,101.7,6687.47,102778
8500,2,2025-07-27,19.69,4591.64,62982
8501,12,2024-11-14,36.63,11881.47,149584
8502,7,2025-04-05,83.72,3662.38,397461
8503,1,2025-10-02,63.29,7289.6,371628
8504,2,2024-08-01,85.33,7246.89,124664
8505,4,2024-07-04,32.73,1314.75,274300
8506,6,2025-05-17,97.15,5370.26,134375
8507,3,2025-07-20,41.62,1452.46,47831
8508,13,2024-11-03,66.18,5894.58,176498
8509,3,2025-05-19,45.52,5399.97,145156
8510,13,2026-02-15,113.78,10730.16,158278
8511,8,2025-01-02,42.82,3163.83,312953
8512,5,2026-02-09,78.71,11823.29,276069
8513,6,2024-10-27,81.46,2665.7,250521
8514,8,2025-04-17,99.39,7886.0,88910
8515,11,2025-08-18,65.01,10863.26,108701
8516,15,2024-12-09,63.27,10758.79,37928
8517,12,2025-04-17,118.01,6367.01,259697
8518,10,2024-06-27,79.71,2548.1,87488
8519,7,2025-12-16,37.68,7262.81,80484
8520,8,2024-08-22,104.26,3414.0,211044
8521,14,2025-09-09,102.2,6214.94,49468
8522,5,2026-01-15,118.82,9715.7,277895
8523,1,2024-10-24,59.3,10623.01,57737
8524,3,2024-07-23,27.74,9285.95,308375
8525,3,2025-05-11,36.03,2204.61,76888
8526,11,2024-07-23,53.04,7301.38,347711
8527,15,2024-09-13,14.85,5480.36,63715
8528,7,2026-01-16,59.73,11637.25,180457
8529,14,2025-01-17,60.22,11510.5,321929
8530,7,2025-05-28,55.11,4070.74,120317
8531,10,2024-11-20,34.67,11443.1,249651
8532,9,2026-01-24,20.22,7334.72,159654
8533,11,2025-04-20,22.87,7254.75,385864
8534,9,2025-01-01,40.31,2915.93,241544
8535,8,2024-11-03,60.41,5648.94,160171
8536,12,2024-06-13,31.62,4596.32,87930
8537,2,2025-04-25,53.59,5810.58,388248
8538,3,2024-08-02,68.84,9300.81,330470
8539,12,2025-07-26,116.2,4070.87,65734
8540,15,2026-05-14,12.51,6709.47,380299
8541,15,2025-04-18,87.11,6892.21,74599
8542,15,2025-02-17,63.59,6621.02,286291
8543,1,2024-08-14,18.39,5994.66,316074
8544,2,2024-07-20,84.93,2688.98,170893
8545,5,2025-02-04,17.63,9490.63,57739
8546,4,2026-01-09,91.28,2716.88,349839
8547,15,2025-11-05,58.28,1471.55,35045
8548,9,2025-01-30,95.54,10901.32,354816
8549,9,2025-03-02,53.55,2447.72,392713
8550,1,2024-09-28,64.58,1626.63,33951
8551,15,2026-05-19,38.0,4186.54,214487
8552,1,2025-08-20,118.52,2669.36,328534
8553,15,2025-10-03,109.75,9883.92,293379
8554,1,2026-02-19,63.08,6898.32,166227
8555,4,2026-01-12,93.35,3714.64,171231
8556,14,2024-07-17,106.63,2611.24,236210
8557,13,2025-04-29,111.7,10326.13,181825
8558,12,2025-05-10,10.98,9890.54,220054
8559,5,2024-09-17,23.66,4978.99,99721
8560,8,2025-01-22,54.84,9938.19,81149
8561,7,2024-11-06,83.48,6866.03,318912
8562,4,2024-07-02,88.0,2688.31,394419
8563,7,2024-10-26,54.52,2223.58,338028
8564,9,2025-12-18,101.6,6749.26,212424
8565,13,2025-11-18,60.39,6541.38,392007
8566,12,2024-08-05,35.64,4581.38,109256
8567,3,2025-02-25,20.64,1550.0,217303
8568,6,2025-11-22,117.63,8506.28,78111
8569,7,2025-09-19,109.91,8019.63,100505
8570,5,2025-01-18,44.54,9700.2,384539
8571,9,2025-01-04,113.76,7221.63,305462
8572,2,2026-01-19,13.96,4931.24,37061
8573,9,2024-09-13,118.07,8312.74,56207
8574,11,2025-07-04,69.11,9566.32,331138
8575,6,2026-04-28,107.89,11499.75,227447
8576,8,2026-01-23,64.99,10480.54,397330
8577,12,2025-01-06,43.48,4326.26,145368
8578,11,2025-10-15,23.96,8598.27,302188
8579,9,2024-12-22,99.6,11614.05,52907
8580,1,2025-12-29,85.0,1819.75,217547
8581,14,2024-10-12,55.73,5767.8,228739
8582,12,2024-06-26,72.33,4410.96,281193
8583,10,2025-03-09,26.76,5141.41,162210
8584,1,2026-03-27,70.78,10433.57,122530
8585,3,2026-04-10,77.19,9198.02,142575
8586,14,2025-03-27,63.04,8113.7,99733
8587,13,2025-09-09,24.39,8587.15,230249
8588,2,2024-07-13,57.13,4408.18,61901
8589,13,2024-11-23,34.32,1771.14,365026
8590,4,2026-01-23,17.35,5197.98,120118
8591,7,2025-09-28,13.76,4854.2,355434
8592,9,2025-08-13,82.49,5242.78,300466
8593,6,2025-12-31,20.46,10552.04,327474
8594,1,2024-12-22,29.28,11016.87,185812
8595,15,2025-12-09,108.42,10647.52,246799
8596,3,2025-02-16,12.19,3667.53,50235
8597,7,2024-10-31,16.48,7188.74,314797
8598,11,2024-10-03,62.66,5247.15,226621
8599,6,2024-07-24,56.44,9429.57,195983
8600,4,2025-11-09,48.84,10381.98,247386
8601,6,2025-10-20,11.36,8132.39,50864
8602,9,2026-03-26,19.79,8216.04,357867
8603,1,2025-06-19,32.11,7375.27,155779
8604,2,2025-01-11,52.47,6616.83,141806
8605,10,2024-12-21,59.03,6573.11,151911
8606,9,2026-03-26,83.53,9388.52,81293
8607,7,2024-07-19,34.7,3942.05,93812
8608,12,2024-07-06,41.18,6721.13,277663
8609,6,2024-11-03,59.58,5472.31,180664
8610,6,2026-03-06,48.23,4323.43,357243
8611,9,2025-09-03,53.03,4615.14,231417
8612,2,2025-05-01,61.14,7114.37,175576
8613,5,2026-01-27,16.37,2331.35,399281
8614,11,2024-07-07,54.69,11322.37,326671
8615,3,2026-02-14,26.08,11521.25,238699
8616,10,2026-02-20,13.31,6522.0,285261
8617,4,2025-04-25,93.77,1746.53,341851
8618,8,2025-12-31,32.97,6111.91,316828
8619,10,2026-03-21,74.65,5746.27,308395
8620,1,2025-07-19,96.84,8184.99,112926
8621,12,2026-05-11,99.78,5577.16,224826
8622,2,2026-01-14,78.9,6052.01,228106
8623,3,2025-05-17,110.26,11813.2,93729
8624,6,2025-10-05,14.38,2548.73,353474
8625,10,2026-02-20,57.62,7124.01,343907
8626,9,2025-05-06,68.43,5060.56,65023
8627,7,2024-06-14,114.7,1445.83,322450
8628,11,2024-05-29,78.15,3272.54,56723
8629,7,2024-06-07,24.8,9887.82,211046
8630,15,2024-10-24,39.22,3385.62,195068
8631,5,2026-03-15,111.63,11884.29,68740
8632,4,2025-06-10,77.78,7895.01,57895
8633,3,2025-02-09,115.51,7101.2,157189
8634,15,2025-07-13,10.13,10658.07,34837
8635,4,2024-07-31,95.61,9488.68,96138
8636,5,2025-10-10,61.5,7276.81,341635
8637,4,2025-03-10,96.2,3270.38,346188
8638,14,2026-05-05,118.27,8666.37,192470
8639,8,2024-06-02,114.88,9953.61,245537
8640,7,2025-09-28,73.51,6413.65,318717
8641,4,2024-09-14,70.84,4102.66,248345
8642,5,2024-09-29,58.8,10829.86,138864
8643,2,2024-06-08,54.17,4000.83,86290
8644,7,2025-12-25,84.13,3914.32,321767
8645,13,2026-05-09,56.78,10971.04,350485
8646,9,2025-07-04,87.9,5784.35,65244
8647,11,2025-08-15,91.58,2953.84,130232
8648,6,2025-05-01,81.51,9968.35,350559
8649,3,2026-04-27,24.47,2807.5,36844
8650,12,2025-12-28,24.16,9282.46,296485
8651,13,2026-03-16,32.51,4312.86,393894
8652,3,2025-02-04,31.96,9391.23,157016
8653,8,2024-09-16,107.81,7101.0,198902
8654,5,2024-11-10,93.13,3647.63,303502
8655,9,2025-12-09,106.64,10692.84,258770
8656,7,2025-02-16,84.67,1897.16,77382
8657,9,2024-05-21,15.89,2733.88,375894
8658,13,2026-01-19,91.93,6276.37,176521
8659,8,2024-06-20,38.74,11872.91,122963
8660,1,2026-04-23,75.74,2806.6,185820
8661,9,2024-09-08,60.52,8480.37,224874
8662,2,2024-10-15,10.26,10916.03,111464
8663,2,2026-03-20,55.44,4644.29,197160
8664,13,2026-05-19,36.88,6235.66,321994
8665,11,2024-11-16,31.89,3197.61,280585
8666,10,2025-04-07,95.29,9013.4,89479
8667,8,2024-11-23,25.06,8047.66,333907
8668,5,2024-12-19,77.87,1263.22,161460
8669,1,2025-10-04,108.8,10502.41,126264
8670,1,2026-01-17,60.6,2446.63,297773
8671,3,2024-12-16,108.26,1310.83,117835
8672,15,2025-08-16,90.82,9746.44,31254
8673,5,2024-09-07,41.73,3646.93,196671
8674,12,2025-08-07,13.92,2686.97,278513
8675,11,2024-10-23,19.77,9012.99,88909
8676,10,2025-01-16,92.99,7426.87,174704
8677,15,2025-01-22,114.04,4381.1,395593
8678,13,2026-04-30,93.49,4893.68,157096
8679,3,2025-02-07,45.67,9431.41,172776
8680,2,2025-03-08,116.6,6817.84,71265
8681,14,2025-04-07,83.8,4815.8,125813
8682,3,2024-05-21,43.45,2964.88,42565
8683,1,2025-07-21,46.61,7039.82,103881
8684,8,2025-08-17,71.07,11683.96,289319
8685,1,2024-10-19,114.79,4343.28,372288
8686,12,2026-04-01,76.93,6584.37,293747
8687,15,2025-02-13,17.54,2201.35,165269
8688,7,2026-05-05,72.66,8321.47,116469
8689,4,2024-12-18,43.93,7322.77,311817
8690,14,2025-03-06,78.43,10275.52,131659
8691,7,2026-05-21,60.46,3033.95,329911
8692,9,2025-07-15,13.19,9429.17,114986
8693,6,2026-02-09,97.2,8858.07,86669
8694,3,2025-10-13,116.1,6858.04,194538
8695,14,2025-03-21,40.01,9796.28,99073
8696,10,2025-01-26,37.37,2425.49,57768
8697,7,2024-06-25,72.36,9354.4,132004
8698,1,2024-11-10,59.24,1463.19,55121
8699,5,2026-04-29,16.87,9596.99,81167
8700,3,2025-02-20,107.04,11679.08,307255
8701,5,2024-09-16,36.19,9601.45,234400
8702,8,2024-12-04,38.81,5478.84,114464
8703,15,2024-07-25,60.32,7777.05,270060
8704,15,2026-01-12,78.18,10621.36,352329
8705,6,2026-01-13,51.13,10092.1,44507
8706,9,2024-11-12,34.79,11794.3,208117
8707,3,2025-09-17,11.89,10679.04,67504
8708,9,2025-03-21,111.61,5074.24,329561
8709,15,2025-04-15,12.97,11533.78,349930
8710,4,2025-12-30,13.89,8443.1,273027
8711,4,2024-07-10,27.65,6968.11,301910
8712,10,2025-12-16,87.04,6214.65,295747
8713,6,2025-03-16,88.29,10611.56,203481
8714,1,2025-04-02,115.43,10058.8,177301
8715,8,2025-08-26,119.43,7663.54,284925
8716,15,2025-03-31,89.91,2743.75,168394
8717,15,2025-06-27,45.92,4868.38,334667
8718,12,2025-01-06,39.63,10805.49,50056
8719,5,2025-09-16,118.89,5740.46,102273
8720,9,2024-12-08,57.91,6959.42,61764
8721,2,2025-07-27,88.9,7950.52,34152
8722,9,2024-12-18,73.5,6465.52,368091
8723,11,2024-08-21,44.34,5098.1,114620
8724,9,2026-03-22,82.55,11214.36,265117
8725,14,2026-02-20,29.71,11486.35,290981
8726,4,2026-04-27,100.87,8732.76,384821
8727,4,2025-10-16,28.05,8086.16,199000
8728,1,2024-09-10,101.04,2334.23,30748
8729,11,2026-03-09,62.59,11078.57,156949
8730,10,2025-09-09,20.6,8503.11,386233
8731,9,2025-08-20,105.74,3996.35,346270
8732,14,2025-04-05,78.74,8292.97,200542
8733,9,2025-02-09,79.7,4595.69,396230
8734,13,2026-03-31,103.04,7864.2,277765
8735,5,2025-05-25,96.19,5570.68,75352
8736,6,2026-05-14,74.69,1373.32,256605
8737,4,2024-07-04,40.37,9073.48,83966
8738,4,2025-05-07,20.92,11434.99,159783
8739,11,2025-06-10,24.87,11696.93,147220
8740,2,2026-02-09,87.37,1730.25,344627
8741,10,2026-03-26,24.46,5823.29,108713
8742,15,2024-06-02,92.94,9859.94,246970
8743,11,2025-01-21,88.57,10293.59,250199
8744,7,2025-10-27,60.48,11170.25,330733
8745,13,2024-06-02,116.07,2505.91,128342
8746,3,2025-10-07,10.59,4169.38,242320
8747,5,2026-02-24,90.14,8087.03,263012
8748,11,2026-02-09,69.88,6415.11,238938
8749,3,2024-06-18,89.23,3394.46,218712
8750,12,2026-02-11,11.24,9174.05,360945
8751,4,2026-01-08,10.84,2428.14,273082
8752,15,2025-02-20,98.66,6856.68,156629
8753,3,2026-02-11,38.34,10292.19,129437
8754,9,2025-02-08,38.16,5781.18,337034
8755,7,2024-10-29,22.87,6742.81,99202
8756,6,2024-12-12,37.7,10486.72,211315
8757,1,2025-10-30,99.84,4460.54,180473
8758,3,2024-05-28,47.3,9607.11,346994
8759,12,2026-03-26,13.13,9030.14,172321
8760,10,2024-12-22,94.72,9509.82,151971
8761,2,2024-12-03,23.58,6903.49,375582
8762,11,2024-08-03,19.41,1563.64,187580
8763,4,2024-11-01,52.12,7059.76,93292
8764,8,2024-05-25,94.89,3088.58,130429
8765,4,2025-07-02,29.99,10656.38,52090
8766,5,2024-11-29,26.88,9007.49,246853
8767,4,2025-10-24,116.97,11832.8,88701
8768,12,2024-07-05,39.46,1730.26,379852
8769,7,2026-02-01,99.39,5510.12,52866
8770,14,2025-02-06,50.68,6067.29,284700
8771,4,2025-02-23,81.66,3912.3,163702
8772,4,2024-10-08,51.09,3154.36,200643
8773,14,2024-11-28,112.22,1226.72,225169
8774,14,2026-03-10,73.74,9954.43,87649
8775,11,2025-07-22,33.85,7206.64,226793
8776,7,2025-02-27,71.03,1704.71,32753
8777,13,2025-09-13,26.26,8466.75,227149
8778,14,2026-03-15,44.8,7285.09,189851
8779,14,2025-07-14,104.27,4868.12,259693
8780,3,2026-01-10,40.36,11739.59,311329
8781,2,2024-05-27,70.28,9836.25,96959
8782,12,2024-08-26,13.07,4044.7,38009
8783,3,2025-06-29,72.51,9371.94,167532
8784,9,2026-05-12,23.53,7931.17,136012
8785,2,2025-01-15,43.38,11066.54,250928
8786,2,2025-10-10,53.31,11264.63,267865
8787,8,2025-10-16,103.3,6689.81,114444
8788,13,2025-06-25,82.44,9292.44,253497
8789,7,2025-03-02,113.34,7977.57,307288
8790,15,2025-06-07,55.65,6046.8,44035
8791,4,2025-02-28,31.81,9778.44,313807
8792,2,2024-08-31,28.85,6432.39,201795
8793,10,2024-10-06,100.28,7849.2,147002
8794,12,2025-01-18,88.91,2125.83,171176
8795,7,2024-09-14,79.41,4739.08,235833
8796,6,2024-08-18,102.29,10367.35,227309
8797,13,2026-02-27,57.71,1668.84,140700
8798,1,2025-09-20,116.49,2696.27,365560
8799,1,2025-08-06,117.93,5492.7,351126
8800,7,2025-04-23,46.23,7300.18,397100
8801,9,2024-11-04,83.02,2862.13,31976
8802,11,2025-07-13,45.2,4881.72,328080
8803,6,2026-04-25,91.79,9764.43,315296
8804,10,2025-08-14,52.72,2742.04,289609
8805,5,2024-08-04,113.8,5816.82,146224
8806,2,2026-01-18,113.07,3392.29,183053
8807,10,2025-06-14,50.97,4337.6,293901
8808,1,2025-07-27,56.86,1239.09,283484
8809,6,2024-06-03,23.95,6294.01,256841
8810,3,2024-08-03,79.11,3009.77,240539
8811,4,2025-11-10,90.5,3246.08,349831
8812,5,2025-01-24,105.1,10983.22,196234
8813,1,2024-08-13,42.04,4876.76,253447
8814,2,2025-04-06,118.59,4485.59,372187
8815,1,2026-01-29,47.4,8787.14,236406
8816,8,2025-11-18,10.69,4326.09,92240
8817,13,2025-02-27,80.42,10364.9,365634
8818,2,2025-06-12,13.98,9671.0,47498
8819,15,2026-01-24,77.06,4650.87,296731
8820,11,2025-04-09,15.17,5516.06,242838
8821,4,2026-01-11,71.88,11917.16,172121
8822,12,2025-04-15,87.64,9889.78,37765
8823,5,2025-06-27,91.42,11153.36,76489
8824,14,2025-11-16,67.45,9374.69,388574
8825,1,2024-11-12,102.04,10452.08,198580
8826,5,2024-07-16,114.88,8062.99,134491
8827,2,2026-03-10,115.12,10925.17,258640
8828,13,2025-09-05,66.53,1513.85,332091
8829,10,2025-08-29,53.49,3559.2,322457
8830,2,2026-03-21,115.26,3233.81,118050
8831,1,2025-07-17,95.91,11031.82,180378
8832,4,2025-02-23,112.89,11000.61,343771
8833,10,2024-09-11,48.21,1760.04,67734
8834,15,2024-07-13,44.99,8092.37,44003
8835,14,2025-06-13,83.94,10455.81,224705
8836,1,2024-11-18,42.52,3317.26,137974
8837,3,2024-11-06,62.85,5024.37,181982
8838,13,2025-03-27,107.68,11837.83,322917
8839,3,2025-01-25,111.8,1368.08,370886
8840,9,2024-09-11,89.95,6339.37,141505
8841,11,2024-06-14,110.93,5413.83,213479
8842,8,2025-12-15,90.23,7515.98,93986
8843,4,2025-05-19,11.74,4980.96,163582
8844,5,2025-05-15,88.14,5600.99,282896
8845,12,2026-04-15,38.84,11476.64,288028
8846,15,2025-03-14,62.56,2238.25,40851
8847,6,2025-09-01,77.74,7560.27,39975
8848,15,2024-06-24,96.48,9313.08,84258
8849,2,2026-01-16,47.97,2000.51,164460
8850,7,2026-03-23,86.22,4525.33,207278
8851,6,2024-12-14,112.95,9577.91,157319
8852,13,2026-02-05,99.15,5658.5,320434
8853,2,2025-10-24,101.17,3986.15,354247
8854,10,2025-07-06,74.35,8449.69,118737
8855,3,2026-05-15,28.24,8249.38,191738
8856,1,2025-07-14,20.83,2944.71,190248
8857,11,2025-11-25,77.08,10962.02,255127
8858,2,2024-08-24,11.68,8059.54,260144
8859,9,2026-03-08,22.98,5380.78,81056
8860,13,2024-07-01,97.64,9672.29,279991
8861,3,2025-12-19,32.02,7801.65,377841
8862,10,2024-11-28,84.23,4593.93,165548
8863,7,2025-09-11,76.57,5559.27,384236
8864,2,2024-12-26,73.73,5457.91,129248
8865,15,2025-08-12,56.24,11022.55,138378
8866,12,2024-08-21,37.02,2200.49,350812
8867,15,2025-08-28,103.34,4099.48,163987
8868,3,2026-04-03,23.61,10420.49,331644
8869,10,2025-12-05,59.45,1712.77,75870
8870,13,2026-04-29,62.79,2161.59,281425
8871,6,2024-08-10,63.31,10231.42,102051
8872,2,2024-09-09,95.04,3054.38,37490
8873,7,2026-04-10,84.94,9715.76,328882
8874,9,2025-05-17,102.64,7948.08,174537
8875,12,2024-12-28,114.38,10277.55,233967
8876,10,2024-09-01,18.56,5242.87,309093
8877,11,2024-09-16,59.73,4233.17,185200
8878,1,2026-02-10,29.54,9609.22,282053
8879,9,2024-12-01,36.21,3005.28,364147
8880,11,2025-07-26,73.54,11880.42,187283
8881,10,2026-01-13,65.88,3894.53,171466
8882,4,2025-10-11,39.4,1520.18,207444
8883,10,2025-02-04,83.85,3173.91,348339
8884,9,2024-11-06,50.19,3498.16,119152
8885,3,2025-02-23,15.84,6522.97,207249
8886,2,2026-03-26,29.39,8179.95,235204
8887,4,2025-04-26,37.05,9157.63,52857
8888,10,2025-05-07,42.5,5439.67,189572
8889,12,2025-05-11,27.43,9806.66,314675
8890,9,2025-05-11,113.75,8407.15,203674
8891,13,2026-01-17,86.05,9749.53,160639
8892,14,2025-10-20,93.44,10844.0,164198
8893,8,2026-04-09,88.9,2458.58,308921
8894,9,2024-06-14,59.38,10988.1,264283
8895,5,2024-12-23,89.0,1238.3,191937
8896,3,2024-07-17,62.78,10151.2,86666
8897,6,2025-04-20,82.76,9428.24,48846
8898,5,2024-06-18,16.03,9808.0,145764
8899,1,2024-08-28,23.43,5941.57,69201
8900,9,2024-07-09,105.24,4348.67,139394
8901,9,2024-10-30,70.19,7977.01,341733
8902,4,2025-08-02,46.85,4526.67,151834
8903,10,2024-08-17,97.98,6335.02,362411
8904,10,2025-08-28,53.61,4635.41,192473
8905,1,2026-02-04,10.98,5374.44,343579
8906,1,2025-12-10,73.61,6509.86,76634
8907,9,2025-05-19,56.45,2249.26,185046
8908,3,2025-05-05,94.58,10491.28,235694
8909,1,2024-10-12,42.62,4017.56,339511
8910,2,2026-05-03,60.65,8914.72,206422
8911,3,2026-02-20,50.57,11486.91,178684
8912,7,2024-06-11,97.29,3593.45,118161
8913,5,2026-02-05,64.7,7671.95,34936
8914,10,2025-12-18,54.44,9303.5,264286
8915,3,2025-12-20,28.26,8334.92,39656
8916,9,2024-11-06,56.38,5699.15,283318
8917,7,2026-05-02,61.64,11235.07,317866
8918,5,2024-11-25,80.33,2981.09,283580
8919,15,2026-01-19,104.02,6838.8,311764
8920,12,2026-02-10,61.5,1620.83,32092
8921,9,2026-02-20,99.48,8838.16,220053
8922,9,2024-12-28,27.34,4181.26,241247
8923,9,2024-08-07,85.95,6862.27,123131
8924,9,2025-11-13,26.16,2720.66,386536
8925,2,2025-03-01,80.02,4576.09,227439
8926,14,2025-09-30,66.35,4513.11,177886
8927,10,2025-12-06,69.81,1879.49,328210
8928,5,2025-10-10,74.11,4695.82,128714
8929,13,2025-05-03,67.94,5752.58,113078
8930,4,2025-07-20,105.56,7957.25,216012
8931,6,2025-05-31,74.92,6516.96,203714
8932,4,2025-10-14,10.82,8779.27,88826
8933,5,2024-08-07,42.23,10606.12,318250
8934,7,2024-12-12,70.55,8827.01,291270
8935,13,2025-07-04,94.73,6873.21,267919
8936,7,2025-09-26,105.76,2140.26,137553
8937,5,2024-06-21,90.18,6501.88,53621
8938,10,2025-01-10,70.67,3515.89,89530
8939,4,2024-06-21,80.64,9676.86,180033
8940,6,2024-06-20,89.21,5319.25,141856
8941,8,2025-10-01,64.14,1485.26,310774
8942,8,2025-09-23,59.02,3414.5,197322
8943,14,2024-09-22,53.33,8500.51,335090
8944,8,2025-07-11,117.91,8343.94,331988
8945,12,2025-04-02,99.0,1572.3,320742
8946,11,2024-12-07,56.56,7617.46,270584
8947,1,2026-02-18,73.09,9595.91,105593
8948,1,2026-02-17,67.92,3079.1,377632
8949,15,2024-12-07,48.22,4128.95,312538
8950,5,2025-07-13,22.31,10723.39,318235
8951,10,2025-02-24,21.62,6392.9,166906
8952,11,2025-03-19,80.44,8004.22,288504
8953,14,2026-04-26,38.55,8562.82,96669
8954,2,2025-07-20,45.12,11338.36,35919
8955,3,2024-07-01,95.04,1915.07,236639
8956,9,2025-05-12,70.99,1991.67,219685
8957,10,2026-03-14,23.61,4660.7,131847
8958,5,2026-01-21,88.83,4241.5,315370
8959,12,2024-11-30,118.56,3531.59,266423
8960,4,2026-04-28,119.73,10470.88,128569
8961,8,2025-02-22,37.97,10411.5,226074
8962,4,2026-02-02,45.1,3292.47,122556
8963,4,2025-06-04,112.91,10795.19,350419
8964,15,2025-12-15,100.49,8070.11,251291
8965,10,2026-03-22,23.01,4101.85,281963
8966,4,2025-08-09,51.82,4218.09,305735
8967,2,2026-01-22,84.37,6001.05,63951
8968,6,2026-03-10,68.81,7583.97,327767
8969,3,2024-10-15,67.63,11220.85,65713
8970,6,2024-12-16,64.5,1645.47,323044
8971,2,2026-03-17,95.02,8962.59,287506
8972,12,2026-01-03,22.17,5944.85,279313
8973,14,2025-03-30,74.52,2663.24,194900
8974,11,2025-06-23,95.54,5935.22,146341
8975,10,2024-09-20,67.84,2946.49,322559
8976,12,2025-04-26,92.44,5050.57,356669
8977,13,2025-03-01,11.45,4261.54,225375
8978,9,2024-07-26,67.98,7030.84,340000
8979,6,2025-06-25,119.54,2562.98,345251
8980,2,2025-10-20,87.65,8588.13,188273
8981,5,2024-09-24,105.93,11379.34,90354
8982,8,2025-08-31,76.87,3328.58,245850
8983,6,2025-12-29,56.54,8507.65,226187
8984,10,2026-05-15,96.46,2354.42,292821
8985,8,2024-09-09,96.16,8355.1,302526
8986,13,2024-12-28,74.79,1880.17,268165
8987,6,2024-06-01,69.6,2183.25,234456
8988,10,2024-11-11,91.69,10766.14,134714
8989,3,2025-05-04,41.49,1965.65,330672
8990,15,2025-12-10,112.38,2467.92,191704
8991,9,2025-09-14,49.89,4104.98,181589
8992,2,2025-11-25,14.16,9973.68,202490
8993,13,2026-05-19,65.5,3545.65,158109
8994,6,2026-03-11,74.75,10640.13,166091
8995,9,2025-03-13,72.78,8401.01,318255
8996,14,2025-10-13,68.54,11543.85,227563
8997,14,2025-01-06,19.35,1395.49,221744
8998,12,2025-06-03,48.43,5049.24,232048
8999,2,2025-03-08,115.93,4791.26,43805
9000,9,2026-02-20,53.95,9799.29,138144
9001,6,2025-01-06,100.3,9109.79,317177
9002,9,2024-11-01,54.4,4588.59,298156
9003,12,2026-01-02,103.94,9251.71,371543
9004,10,2024-10-28,88.25,5818.42,349451
9005,12,2024-09-26,93.41,9959.95,259382
9006,15,2025-01-28,63.27,4014.27,218731
9007,6,2024-10-26,114.37,11091.76,136087
9008,10,2024-11-11,101.29,4960.54,251017
9009,12,2024-06-21,18.69,10541.16,275349
9010,14,2025-07-03,45.35,10300.8,256845
9011,1,2024-09-26,28.54,3658.05,137291
9012,12,2024-10-21,44.74,2200.54,146825
9013,15,2026-04-29,60.57,3409.22,114425
9014,11,2024-09-13,52.11,8432.65,244769
9015,14,2024-06-13,73.0,4583.67,72835
9016,11,2024-12-14,20.7,7781.61,180418
9017,3,2025-01-04,41.48,6124.23,390819
9018,13,2025-03-04,49.97,11040.36,335499
9019,1,2024-10-11,43.17,6971.07,316115
9020,1,2024-06-17,60.94,8457.95,191831
9021,10,2024-07-13,53.45,9122.2,122925
9022,9,2025-05-27,102.45,6173.64,161646
9023,15,2024-08-21,101.9,10466.86,309070
9024,2,2025-02-12,72.88,8900.11,278921
