expense_id,trip_id,fuel_cost,toll_cost,food_expense,parking_cost,misc_expense
5369,5369,5488.78,1419,758,386,867
5370,5370,6345.15,526,1148,571,985
5371,5371,12714.7,614,1535,1058,1131
5372,5372,1566.18,1978,1248,989,79
5373,5373,4400.57,1973,469,239,1173
5374,5374,10402.6,1658,1757,480,51
5375,5375,9237.48,499,1473,43,167
5376,5376,3904.1,2159,1067,364,892
5377,5377,17521.73,501,1817,890,765
5378,5378,4383.36,1197,841,631,1463
5379,5379,7953.99,1880,1543,148,914
5380,5380,2370.57,2084,1818,1178,496
5381,5381,13899.52,1476,792,822,145
5382,5382,2364.65,2210,1797,882,1479
5383,5383,4774.24,1945,1931,1036,428
5384,5384,5747.59,1858,1161,318,907
5385,5385,2224.54,1123,1915,963,734
5386,5386,3116.68,1249,624,349,1344
5387,5387,3823.16,351,1331,34,580
5388,5388,9713.17,116,480,987,424
5389,5389,1164.55,2221,1883,79,627
5390,5390,6192.93,1756,847,1117,375
5391,5391,17723.31,303,620,728,22
5392,5392,1482.37,1553,1124,721,198
5393,5393,2008.33,1113,1520,506,194
5394,5394,2184.87,1349,1772,589,282
5395,5395,1364.69,2188,225,349,1053
5396,5396,12511.83,1681,1805,172,1195
5397,5397,6759.55,1922,1472,817,360
5398,5398,12979.14,2409,324,119,620
5399,5399,17409.34,1149,1183,824,381
5400,5400,19788.47,1011,1203,1057,128
5401,5401,1710.07,840,1399,106,995
5402,5402,2291.15,600,798,1104,1448
5403,5403,2092.19,1266,1929,827,1315
5404,5404,6157.52,1308,1275,172,1451
5405,5405,4036.96,1904,421,1006,556
5406,5406,3152.93,952,454,830,769
5407,5407,1938.11,1986,545,976,160
5408,5408,5266.2,1803,1062,220,640
5409,5409,3096.15,504,1552,489,393
5410,5410,2270.23,1371,1150,811,471
5411,5411,3108.02,901,1499,67,578
5412,5412,7452.49,1823,1736,771,853
5413,5413,2718.89,1443,1283,746,683
5414,5414,4141.82,1049,234,934,1297
5415,5415,3019.54,1002,835,1091,648
5416,5416,518.27,2289,1286,719,788
5417,5417,2825.41,1997,1963,315,461
5418,5418,7089.87,2176,242,586,318
5419,5419,1578.01,1472,931,976,1275
5420,5420,2890.16,1962,1338,437,1202
5421,5421,2742.82,2119,303,91,1195
5422,5422,4930.42,2331,996,387,1424
5423,5423,4947.52,1654,1686,453,717
5424,5424,5596.63,2164,612,1158,968
5425,5425,2562.25,2072,1546,45,213
5426,5426,16235.16,1682,1010,1109,1482
5427,5427,7344.82,296,1941,575,1274
5428,5428,8850.63,392,2000,523,434
5429,5429,3779.84,991,1717,363,626
5430,5430,6305.54,679,1258,288,1105
5431,5431,7783.61,2304,1609,620,996
5432,5432,5820.88,179,1720,172,1244
5433,5433,23150.7,1122,833,1194,1317
5434,5434,4521.01,1654,1539,329,587
5435,5435,2708.9,1280,1698,433,239
5436,5436,20930.62,1036,728,424,663
5437,5437,14876.11,797,1015,833,70
5438,5438,8498.86,353,1001,435,1017
5439,5439,1895.08,1235,1386,10,1031
5440,5440,2348.15,2043,1018,1146,793
5441,5441,7080.01,2322,1573,346,15
5442,5442,8178.14,2073,1646,845,1258
5443,5443,13015.0,365,1905,267,1206
5444,5444,2423.6,1399,956,529,1347
5445,5445,6215.04,1917,1290,1034,670
5446,5446,3840.61,1244,308,631,1328
5447,5447,4236.01,863,445,1130,1484
5448,5448,5529.5,220,632,418,916
5449,5449,3553.83,2064,1775,1176,1264
5450,5450,1846.71,1993,397,119,660
5451,5451,13800.21,2174,1444,1140,1443
5452,5452,7676.94,2175,1620,51,1429
5453,5453,13864.53,1825,1371,772,296
5454,5454,4294.85,542,1856,873,965
5455,5455,1495.64,1649,1181,946,260
5456,5456,17654.2,2296,224,124,1079
5457,5457,10995.99,1860,1158,409,1330
5458,5458,1927.61,1882,1324,246,950
5459,5459,2233.23,796,709,926,722
5460,5460,9488.22,2036,917,402,901
5461,5461,1547.47,523,1919,549,646
5462,5462,3187.73,254,1364,416,143
5463,5463,9599.42,2308,846,28,1007
5464,5464,1920.48,1869,1610,675,820
5465,5465,3447.76,2047,1346,117,754
5466,5466,935.0,2078,881,82,655
5467,5467,2096.93,446,1824,673,847
5468,5468,9160.22,523,324,454,110
5469,5469,11552.25,1504,1825,293,1490
5470,5470,9380.71,975,1408,226,882
5471,5471,5078.26,553,446,307,990
5472,5472,4189.89,1415,1437,36,118
5473,5473,5950.33,1011,281,423,804
5474,5474,8100.98,925,1980,116,1281
5475,5475,3967.2,1403,1872,784,1384
5476,5476,5842.27,1111,388,237,1215
5477,5477,6479.96,2363,1941,842,879
5478,5478,1969.76,410,770,238,169
5479,5479,13601.74,1033,1222,688,384
5480,5480,12965.82,1548,1703,230,783
5481,5481,4075.92,1043,1581,209,1137
5482,5482,2118.52,924,1510,1020,815
5483,5483,8566.99,878,1906,411,1370
5484,5484,3340.04,2057,1707,499,1100
5485,5485,5506.88,887,344,947,1363
5486,5486,5399.37,1373,1216,202,198
5487,5487,8754.09,2450,705,583,963
5488,5488,3617.28,1682,1219,1191,1428
5489,5489,7881.22,581,1769,376,701
5490,5490,7525.33,2124,1352,234,912
5491,5491,19513.04,778,1334,1127,215
5492,5492,1884.98,1435,628,948,1177
5493,5493,6560.2,416,624,824,828
5494,5494,14634.45,1219,1128,1146,590
5495,5495,3652.28,670,1219,937,459
5496,5496,1903.65,988,379,823,996
5497,5497,4191.29,784,1934,151,189
5498,5498,2960.7,899,1023,288,865
5499,5499,9660.95,187,1927,761,1254
5500,5500,1665.85,506,997,233,42
5501,5501,8322.84,395,1830,626,1030
5502,5502,2775.26,2241,438,460,79
5503,5503,7319.36,1136,366,704,587
5504,5504,1743.91,552,1246,1032,553
5505,5505,6631.56,1243,223,996,252
5506,5506,6193.71,1171,1272,1191,1369
5507,5507,2818.87,566,1066,990,1408
5508,5508,7325.75,1776,1256,8,933
5509,5509,3917.37,1338,801,874,523
5510,5510,2391.12,982,643,189,1354
5511,5511,3140.82,1431,1571,1119,429
5512,5512,1386.37,219,1713,620,1158
5513,5513,17750.75,2085,784,140,705
5514,5514,5922.02,1334,394,903,529
5515,5515,3565.61,2254,1408,1077,834
5516,5516,1520.7,1214,1799,1056,796
5517,5517,3277.06,1437,227,315,1054
5518,5518,2953.56,582,1212,968,237
5519,5519,4166.55,182,1572,831,1309
5520,5520,10726.96,461,431,1118,1127
5521,5521,8292.12,1687,875,511,504
5522,5522,2649.82,1143,1470,156,1448
5523,5523,1641.52,1884,985,734,988
5524,5524,1582.59,1854,1539,254,1011
5525,5525,14839.66,657,1820,800,1136
5526,5526,18035.06,166,1287,459,467
5527,5527,1829.86,2052,888,1088,775
5528,5528,1013.06,1400,1310,262,321
5529,5529,2750.6,149,1160,640,1355
5530,5530,2996.6,500,302,870,578
5531,5531,13688.38,1905,1217,51,446
5532,5532,5763.05,306,1301,254,598
5533,5533,3284.96,2403,999,975,5
5534,5534,7561.3,1421,1877,423,750
5535,5535,5947.48,396,962,1129,1126
5536,5536,24019.86,888,1931,323,1
5537,5537,4901.35,1835,642,1024,997
5538,5538,7071.92,1794,1893,1112,980
5539,5539,14217.58,884,711,925,448
5540,5540,960.4,2439,948,797,706
5541,5541,2745.58,943,885,5,310
5542,5542,2862.02,1838,1619,982,1457
5543,5543,4876.15,1749,665,757,220
5544,5544,4480.67,2080,1811,112,38
5545,5545,4263.3,161,1924,398,238
5546,5546,6457.98,1696,1531,671,1171
5547,5547,1656.28,754,1324,137,345
5548,5548,5328.12,2464,423,573,1340
5549,5549,6267.72,2303,1232,151,946
5550,5550,5425.58,2340,752,1067,238
5551,5551,2161.38,2221,562,358,110
5552,5552,3302.21,1648,1456,580,940
5553,5553,2695.27,1449,381,976,1150
5554,5554,2347.27,718,1844,518,169
5555,5555,2125.51,2161,1036,635,1109
5556,5556,4563.97,1979,902,993,706
5557,5557,10187.64,977,459,557,407
5558,5558,3720.53,597,1598,87,1119
5559,5559,9462.57,1922,437,643,1420
5560,5560,3578.87,2072,1617,910,1264
5561,5561,2940.21,1483,1216,343,1088
5562,5562,16242.72,2205,1408,261,440
5563,5563,12895.07,627,1065,83,579
5564,5564,4468.4,1307,690,1139,1094
5565,5565,3730.21,2268,1866,962,1500
5566,5566,11049.71,2324,1172,438,780
5567,5567,1677.24,2287,336,180,661
5568,5568,10964.36,1067,746,251,125
5569,5569,7752.54,409,552,147,315
5570,5570,6642.37,246,1138,599,913
5571,5571,2888.37,2385,1188,791,111
5572,5572,5198.49,1047,1703,273,519
5573,5573,9084.9,2272,1271,110,609
5574,5574,1407.83,2215,641,154,593
5575,5575,2928.59,1060,525,85,649
5576,5576,17112.95,2281,1847,824,487
5577,5577,5504.03,1485,1007,71,356
5578,5578,8853.92,1013,1427,1173,1346
5579,5579,3914.03,652,616,752,757
5580,5580,2329.27,1095,1633,941,1281
5581,5581,6466.61,1056,362,492,409
5582,5582,10151.57,1410,1522,205,712
5583,5583,2427.06,651,317,56,206
5584,5584,2445.77,1712,1233,415,1284
5585,5585,4943.36,1933,820,807,767
5586,5586,6225.0,1457,236,14,363
5587,5587,2615.11,646,1770,719,860
5588,5588,6293.28,513,1127,36,590
5589,5589,1543.62,867,737,498,183
5590,5590,5820.23,1816,1908,718,438
5591,5591,3564.95,1481,1903,991,1475
5592,5592,9196.75,1226,871,679,1101
5593,5593,7820.82,1536,1490,695,307
5594,5594,4698.16,608,1224,731,229
5595,5595,3271.51,2457,714,533,224
5596,5596,4604.76,934,1100,15,1009
5597,5597,6640.66,1029,1130,120,445
5598,5598,2532.99,793,1312,595,1282
5599,5599,5473.34,1143,1336,393,1246
5600,5600,4879.57,2119,1278,100,283
5601,5601,14483.02,1648,1311,963,1227
5602,5602,10095.18,2402,2000,729,358
5603,5603,3826.67,282,1106,526,228
5604,5604,11790.43,2412,531,798,456
5605,5605,1731.57,1033,1894,614,333
5606,5606,2848.14,1471,1255,650,882
5607,5607,3913.81,622,1633,155,1039
5608,5608,4260.96,897,1592,1156,772
5609,5609,1235.62,366,950,676,837
5610,5610,4295.96,2055,448,265,319
5611,5611,1270.04,1376,1080,602,914
5612,5612,5915.31,1243,1145,158,1090
5613,5613,639.15,1223,1070,350,1190
5614,5614,1190.35,2327,729,1183,941
5615,5615,5916.46,398,1665,679,904
5616,5616,5825.35,1569,1964,829,660
5617,5617,9481.99,900,800,289,605
5618,5618,6812.35,1341,339,709,1481
5619,5619,943.57,2176,373,521,341
5620,5620,4797.88,1623,1362,866,255
5621,5621,5272.24,2294,591,921,1473
5622,5622,14075.33,1021,1788,324,364
5623,5623,4874.27,2455,409,845,1477
5624,5624,3424.13,1512,1544,102,788
5625,5625,2913.14,1963,1425,141,450
5626,5626,1428.32,2455,952,342,109
5627,5627,5808.47,2365,254,597,468
5628,5628,5364.35,1975,381,488,206
5629,5629,3288.87,956,221,834,472
5630,5630,771.91,1906,946,699,1358
5631,5631,4206.99,1148,601,260,628
5632,5632,3625.05,1841,689,53,702
5633,5633,3389.03,2412,204,977,699
5634,5634,4718.83,150,930,658,922
5635,5635,2720.58,2098,1688,311,1359
5636,5636,7311.16,396,1200,466,1390
5637,5637,3145.1,876,1982,994,1274
5638,5638,4488.73,2020,1720,593,1454
5639,5639,8476.73,839,1762,90,515
5640,5640,1403.26,217,219,332,1064
5641,5641,9322.65,2472,1622,219,1213
5642,5642,4358.83,856,1182,737,1281
5643,5643,853.0,1743,210,1092,837
5644,5644,945.82,2149,362,273,1432
5645,5645,3651.36,1401,258,264,1073
5646,5646,3869.02,581,1480,846,1472
5647,5647,8013.34,1903,1687,249,1210
5648,5648,1602.04,1412,775,144,49
5649,5649,1285.85,2348,1657,364,33
5650,5650,1705.18,728,1266,445,75
5651,5651,5304.66,2466,1374,367,333
5652,5652,8086.4,167,1292,595,1386
5653,5653,5988.76,828,397,1135,1468
5654,5654,5082.29,2384,955,1155,1165
5655,5655,23291.17,1307,1653,234,675
5656,5656,3674.93,2075,1152,850,1411
5657,5657,3091.44,226,1182,524,257
5658,5658,2594.08,2486,1421,1177,657
5659,5659,4859.5,1358,656,924,563
5660,5660,4175.98,2464,879,561,851
5661,5661,3776.46,1772,1705,742,1128
5662,5662,5957.72,2482,1414,927,983
5663,5663,3526.67,589,1876,694,974
5664,5664,3158.35,1379,394,1182,502
5665,5665,4425.74,1415,722,639,775
5666,5666,6933.94,931,1734,425,1358
5667,5667,2756.96,1115,1693,517,1276
5668,5668,14084.94,980,383,792,448
5669,5669,2007.71,2068,1140,627,282
5670,5670,13478.69,136,1294,335,1283
5671,5671,3277.62,437,1867,148,698
5672,5672,12724.08,1181,788,763,1251
5673,5673,9917.9,1395,1650,623,1417
5674,5674,4113.06,948,1187,1031,214
5675,5675,2539.06,1302,1856,270,991
5676,5676,2451.17,1586,1676,1044,966
5677,5677,6787.84,1684,448,121,25
5678,5678,4680.03,1376,1758,488,892
5679,5679,5872.48,948,1389,871,337
5680,5680,6359.35,378,1093,423,1479
5681,5681,1785.2,1690,1480,674,1164
5682,5682,18240.93,1290,1189,453,1210
5683,5683,3026.37,1693,1702,410,1457
5684,5684,3841.43,1359,545,1148,800
5685,5685,6117.7,866,299,214,774
5686,5686,1365.28,1910,1426,926,1007
5687,5687,2739.01,608,1829,481,346
5688,5688,1626.74,1197,1338,1093,1093
5689,5689,6528.93,1892,370,967,579
5690,5690,6674.42,788,873,330,836
5691,5691,4147.07,304,428,141,1472
5692,5692,7122.06,893,226,85,1039
5693,5693,2690.94,2370,650,184,606
5694,5694,3105.71,1284,1577,665,241
5695,5695,2185.66,253,658,26,1042
5696,5696,2643.01,2065,1667,679,1164
5697,5697,3058.91,505,1513,569,301
5698,5698,4804.02,559,1317,416,768
5699,5699,919.35,894,640,380,520
5700,5700,2830.67,881,338,782,39
5701,5701,9205.84,690,1352,928,1234
5702,5702,3404.78,819,1186,491,443
5703,5703,5049.26,1176,660,477,50
5704,5704,4386.39,1494,1285,525,121
5705,5705,3459.19,2496,1425,1015,293
5706,5706,12760.26,493,1804,117,823
5707,5707,7654.84,2293,719,714,819
5708,5708,5218.82,2275,1671,518,63
5709,5709,567.31,2445,1123,422,785
5710,5710,2457.92,692,234,767,106
5711,5711,15973.93,470,263,632,959
5712,5712,2189.15,1731,919,330,1121
5713,5713,972.97,418,1927,169,1418
5714,5714,1528.12,720,927,763,412
5715,5715,2499.73,487,261,886,601
5716,5716,3481.76,1459,1497,592,1309
5717,5717,1216.22,1836,590,180,1199
5718,5718,3559.81,855,341,349,45
5719,5719,3861.2,941,1566,721,737
5720,5720,3620.87,1523,1100,799,606
5721,5721,2309.77,1712,1539,295,266
5722,5722,3242.8,418,1512,948,166
5723,5723,7016.02,1790,1449,65,234
5724,5724,3407.4,2470,1843,391,387
5725,5725,12623.2,1781,464,1146,1092
5726,5726,1611.03,2460,1027,926,798
5727,5727,6166.0,898,1026,327,1255
5728,5728,5822.14,2132,790,591,710
5729,5729,6434.58,948,1976,565,1035
5730,5730,5821.33,839,943,117,767
5731,5731,2819.92,2161,707,448,1178
5732,5732,4033.79,2013,261,991,808
5733,5733,6168.07,1614,874,194,1357
5734,5734,1695.46,1634,1732,553,1480
5735,5735,1701.7,478,1372,504,541
5736,5736,16790.82,906,1924,364,730
5737,5737,9102.99,1263,413,737,434
5738,5738,1968.8,2419,513,945,923
5739,5739,4979.45,1175,661,1082,0
5740,5740,3166.15,1222,444,520,23
5741,5741,3303.11,1984,1465,68,346
5742,5742,3516.56,297,1848,971,425
5743,5743,5091.67,1719,298,519,1107
5744,5744,5437.5,2065,1478,1156,1397
5745,5745,6274.62,1271,820,813,39
5746,5746,3185.75,1056,231,784,647
5747,5747,4119.55,2455,334,1003,49
5748,5748,1323.23,1381,791,625,830
5749,5749,5388.53,1570,1084,551,486
5750,5750,4594.76,130,972,389,1124
5751,5751,3260.92,949,560,468,138
5752,5752,2120.22,1434,383,795,1106
5753,5753,4248.9,2451,1185,714,1145
5754,5754,9608.07,1615,242,602,570
5755,5755,1548.49,1922,1022,390,613
5756,5756,641.49,2250,920,79,605
5757,5757,6211.48,1985,356,225,584
5758,5758,8745.63,1096,884,564,1448
5759,5759,3387.7,2288,1342,98,742
5760,5760,9513.87,403,991,1030,1000
5761,5761,1539.01,2144,249,591,1224
5762,5762,3126.32,149,1895,513,153
5763,5763,2932.09,1598,1317,929,851
5764,5764,1741.04,873,1200,389,1251
5765,5765,2291.72,1659,1556,365,697
5766,5766,2507.65,640,724,340,664
5767,5767,2878.8,2116,1452,362,349
5768,5768,3077.12,1251,937,553,1215
5769,5769,5100.99,1378,416,955,733
5770,5770,3060.18,1110,1846,224,1055
5771,5771,1757.27,605,1495,659,1231
5772,5772,3473.06,848,303,1080,684
5773,5773,3827.46,888,1904,411,334
5774,5774,2383.21,2384,1069,464,319
5775,5775,1004.21,1288,250,479,708
5776,5776,6331.03,1407,1862,1067,358
5777,5777,7210.34,229,1090,13,908
5778,5778,11108.17,459,1782,67,1344
5779,5779,6764.69,1714,398,1056,1256
5780,5780,5641.66,2121,324,875,702
5781,5781,7665.69,1501,447,493,1144
5782,5782,3997.75,1312,707,943,824
5783,5783,3370.5,2065,1265,865,446
5784,5784,10048.91,377,1870,496,610
5785,5785,2450.5,1594,1797,557,1110
5786,5786,6287.13,1573,1266,933,1099
5787,5787,3212.2,991,1112,91,863
5788,5788,4275.32,1185,215,660,391
5789,5789,4734.21,1414,310,771,866
5790,5790,1553.54,878,1538,371,941
5791,5791,9259.77,2000,287,896,1484
5792,5792,3859.12,1901,687,1169,998
5793,5793,4116.45,1107,1998,268,759
5794,5794,1712.23,1858,517,173,1082
5795,5795,3769.57,444,951,399,239
5796,5796,4065.53,1313,1853,509,971
5797,5797,3644.43,2076,371,657,485
5798,5798,1298.01,1400,498,404,88
5799,5799,17950.75,1137,819,885,1263
5800,5800,806.58,831,1454,440,336
5801,5801,11608.22,935,373,1038,746
5802,5802,7113.58,1857,1596,1008,362
5803,5803,2638.01,374,1353,40,74
5804,5804,4544.63,1012,619,845,193
5805,5805,6358.21,2010,669,248,1453
5806,5806,939.54,276,990,4,1394
5807,5807,2440.46,2492,1478,1028,581
5808,5808,1242.34,1408,552,15,55
5809,5809,5266.09,1252,350,74,749
5810,5810,2225.58,1787,527,47,236
5811,5811,4986.11,1209,832,1055,153
5812,5812,16397.51,220,434,976,539
5813,5813,2298.97,1515,220,1042,162
5814,5814,9679.05,125,365,1085,117
5815,5815,1106.26,820,1321,604,1307
5816,5816,4033.53,1720,1169,204,1188
5817,5817,2438.97,286,673,979,823
5818,5818,5263.54,1249,1703,977,1398
5819,5819,7982.56,1416,1417,962,48
5820,5820,3220.52,1648,1202,1033,810
5821,5821,2090.09,2007,1283,598,862
5822,5822,6799.22,920,362,479,811
5823,5823,14526.49,835,1313,540,226
5824,5824,4057.29,1352,263,998,333
5825,5825,2601.55,1019,358,719,1352
5826,5826,6303.32,1396,1904,1097,507
5827,5827,2765.03,1580,1468,656,554
5828,5828,13122.54,1517,1658,1101,1076
5829,5829,8129.28,1889,419,1065,1154
5830,5830,2288.71,734,1138,1043,867
5831,5831,1954.33,619,1990,377,979
5832,5832,2189.52,1042,1752,557,877
5833,5833,3897.26,788,1865,887,784
5834,5834,3500.56,1476,374,1124,1407
5835,5835,6855.57,744,1719,1116,1057
5836,5836,1947.57,1087,1478,550,171
5837,5837,1486.65,800,1542,1017,403
5838,5838,1689.98,747,1459,198,776
5839,5839,13288.17,2164,1035,834,789
5840,5840,4811.7,501,304,793,752
5841,5841,8024.49,1434,1762,347,1135
5842,5842,4351.66,1299,962,491,648
5843,5843,3664.58,1656,706,589,70
5844,5844,12358.61,2239,1582,750,281
5845,5845,7383.0,1016,1161,49,200
5846,5846,10923.82,2406,278,506,1378
5847,5847,11422.18,938,1787,475,350
5848,5848,8218.62,479,1709,30,367
5849,5849,3409.29,1730,1430,304,1087
5850,5850,6332.77,1174,1507,284,1017
5851,5851,4475.59,234,694,3,226
5852,5852,3037.11,402,265,1000,133
5853,5853,9368.47,758,784,980,1398
5854,5854,3669.27,1728,343,83,263
5855,5855,3325.84,132,400,606,1051
5856,5856,2386.84,742,257,654,776
5857,5857,7777.41,268,309,540,628
5858,5858,5672.85,1940,252,933,689
5859,5859,8410.67,2147,1223,960,20
5860,5860,2890.41,209,1624,1113,715
5861,5861,2018.03,1665,524,1146,735
5862,5862,2390.44,909,479,747,77
5863,5863,14452.31,245,716,19,749
5864,5864,3596.75,1190,1842,149,1187
5865,5865,5809.27,716,1654,1180,88
5866,5866,8622.41,954,1395,179,854
5867,5867,6118.85,2097,1227,1093,797
5868,5868,1416.08,1346,905,742,93
5869,5869,8633.23,280,1958,421,696
5870,5870,3039.8,1200,1781,649,576
5871,5871,2385.42,2376,726,1158,49
5872,5872,1789.52,1914,228,931,0
5873,5873,1164.19,178,1380,237,1485
5874,5874,5011.56,726,1413,1060,314
5875,5875,4811.6,1103,679,250,1112
5876,5876,5276.52,1990,1120,679,724
5877,5877,2850.1,1271,1532,714,1315
5878,5878,2729.51,783,1567,179,576
5879,5879,7791.81,1057,846,252,1450
5880,5880,3740.09,711,1108,593,1339
5881,5881,2868.18,1475,1544,626,1447
5882,5882,3722.16,1178,474,252,1080
5883,5883,2175.51,715,1237,1141,1076
5884,5884,5357.62,1800,1100,866,239
5885,5885,18759.34,2188,534,708,1357
5886,5886,1766.65,1553,1406,401,1128
5887,5887,2260.68,1265,1227,143,1439
5888,5888,908.57,814,1253,818,272
5889,5889,7396.85,2166,1109,418,1104
5890,5890,1962.32,1447,806,146,172
5891,5891,1560.32,762,509,628,573
5892,5892,5882.56,455,1226,1168,464
5893,5893,2705.88,854,1169,993,1335
5894,5894,23433.99,1858,431,575,361
5895,5895,4199.17,650,1454,972,527
5896,5896,724.78,886,1842,891,294
5897,5897,6535.63,997,1381,245,400
5898,5898,18026.33,1066,654,891,1007
5899,5899,3307.45,183,1929,965,929
5900,5900,6185.96,290,567,420,113
5901,5901,4499.15,1679,587,531,84
5902,5902,5628.01,1215,1387,998,712
5903,5903,1604.86,2064,616,16,35
5904,5904,4820.8,2233,1554,801,849
5905,5905,6532.93,315,897,398,912
5906,5906,8609.42,2487,1067,456,428
5907,5907,5163.38,1461,477,981,185
5908,5908,16803.2,1807,792,1126,465
5909,5909,3493.2,1172,1113,997,270
5910,5910,7092.66,2069,616,980,828
5911,5911,2977.03,1584,1188,887,370
5912,5912,581.86,474,1071,405,1249
5913,5913,8826.96,411,1416,677,923
5914,5914,4219.76,1193,706,328,110
5915,5915,20178.43,869,1567,758,1236
5916,5916,15163.88,2111,1270,826,1243
5917,5917,5495.06,1392,415,1183,1077
5918,5918,3296.16,1736,426,909,552
5919,5919,14979.05,2465,1434,40,796
5920,5920,1260.04,1732,1896,634,938
5921,5921,2854.18,2284,1139,610,701
5922,5922,3695.44,2334,768,774,227
5923,5923,8274.74,718,1576,1062,1297
5924,5924,731.36,1802,1767,387,959
5925,5925,4404.2,1028,1522,670,223
5926,5926,7985.81,462,1732,132,531
5927,5927,7125.46,520,635,182,1035
5928,5928,2841.69,1281,1115,934,528
5929,5929,5021.16,777,1876,1179,1178
5930,5930,2454.6,2253,1485,636,906
5931,5931,16052.15,369,278,755,144
5932,5932,4467.68,1939,1218,586,996
5933,5933,1642.38,1621,1169,724,992
5934,5934,3673.0,181,1966,143,270
5935,5935,4349.31,1081,1005,998,601
5936,5936,6329.84,922,718,90,780
5937,5937,633.17,1647,847,186,945
5938,5938,1066.21,960,1795,187,797
5939,5939,4585.79,660,956,211,394
5940,5940,3925.92,1007,611,795,788
5941,5941,3437.41,901,241,1080,1366
5942,5942,5795.41,466,764,419,1388
5943,5943,899.39,1452,364,600,1159
5944,5944,3999.69,1138,1658,76,445
5945,5945,1537.09,1322,1294,123,352
5946,5946,4029.42,1425,569,727,530
5947,5947,10668.1,1059,835,812,780
5948,5948,8404.14,1804,1475,586,504
5949,5949,6293.0,2121,248,700,1461
5950,5950,4097.91,2087,1437,484,238
5951,5951,2543.39,819,1102,574,774
5952,5952,4832.4,349,1546,1174,747
5953,5953,11086.85,1326,1253,430,668
5954,5954,6458.5,1700,501,731,475
5955,5955,1963.05,1327,738,214,825
5956,5956,3482.95,1746,435,59,479
5957,5957,5875.91,487,1237,62,186
5958,5958,1773.48,870,1408,922,1154
5959,5959,16356.93,333,889,716,722
5960,5960,4028.68,1016,1605,820,658
5961,5961,3035.85,657,1678,1058,1435
5962,5962,3920.19,888,1292,332,1482
5963,5963,3355.68,646,1622,69,336
5964,5964,7561.49,564,276,789,859
5965,5965,4429.28,1019,501,4,583
5966,5966,2438.32,2367,1617,4,1400
5967,5967,7283.0,2440,1693,1136,141
5968,5968,2049.33,2023,942,958,1090
5969,5969,2100.46,1973,1218,1006,1082
5970,5970,3647.31,1067,888,173,448
5971,5971,2627.5,173,588,997,964
5972,5972,5003.82,662,944,1192,161
5973,5973,2408.7,1058,696,467,1361
5974,5974,4527.92,1150,773,405,1100
5975,5975,5217.48,2440,1274,588,220
5976,5976,1164.19,1744,893,1185,364
5977,5977,2890.55,711,514,629,1140
5978,5978,5417.75,1495,718,109,583
5979,5979,6002.05,124,1774,697,436
5980,5980,3652.15,877,1473,491,1316
5981,5981,6769.93,645,1670,350,641
5982,5982,3134.17,2021,1288,1194,1145
5983,5983,8806.93,1813,655,262,549
5984,5984,2038.26,648,312,274,121
5985,5985,940.26,1680,552,1179,242
5986,5986,6437.81,2244,545,371,131
5987,5987,18414.94,443,501,748,396
5988,5988,12728.98,1287,923,998,1390
5989,5989,3441.36,1367,1823,322,1213
5990,5990,1056.17,1476,1041,942,1184
5991,5991,631.12,165,852,581,1261
5992,5992,3686.83,408,1590,1074,1332
5993,5993,3353.21,1486,1005,923,946
5994,5994,2531.42,2423,974,620,947
5995,5995,5327.35,103,1807,907,1030
5996,5996,16774.93,1181,667,841,1214
5997,5997,854.11,837,1379,727,245
5998,5998,6833.6,1594,947,384,942
5999,5999,2733.34,1924,1057,196,1355
6000,6000,999.81,482,1021,521,53
6001,6001,1444.8,1068,1699,916,834
6002,6002,2151.31,1668,1932,379,1452
6003,6003,6652.39,1992,1927,570,423
6004,6004,8147.55,713,315,856,386
6005,6005,5512.4,508,1976,396,1295
6006,6006,2696.47,191,882,282,852
6007,6007,1585.27,2294,1606,13,115
6008,6008,5872.92,1628,1792,151,1017
6009,6009,2490.69,980,999,402,1008
6010,6010,5624.58,1558,457,532,1098
6011,6011,7570.08,1246,569,1144,180
6012,6012,6741.92,427,1252,299,643
6013,6013,3273.04,1733,356,1055,75
6014,6014,6266.37,619,293,1088,187
6015,6015,3974.44,912,1759,23,922
6016,6016,13065.35,1434,282,78,892
6017,6017,11855.2,1845,1259,203,658
6018,6018,2983.04,821,724,198,569
6019,6019,1883.83,1856,937,32,354
6020,6020,6532.62,1931,1417,401,311
6021,6021,7927.36,739,1138,480,1362
6022,6022,928.0,1456,1151,740,431
6023,6023,4518.77,1212,392,336,215
6024,6024,1740.18,518,1030,589,798
6025,6025,14817.35,799,1968,1139,896
6026,6026,4334.7,170,570,809,1440
6027,6027,4495.79,179,1024,743,189
6028,6028,8437.6,1944,1911,821,417
6029,6029,3342.44,1110,580,510,632
6030,6030,5744.12,1672,1899,522,523
6031,6031,8276.3,930,1304,50,280
6032,6032,2654.55,123,356,47,1196
6033,6033,2987.66,1812,780,696,1298
6034,6034,10149.01,1292,1382,186,733
6035,6035,2684.52,676,404,1165,1345
6036,6036,16003.98,340,880,170,857
6037,6037,6610.71,194,281,567,612
6038,6038,3879.47,411,1955,528,602
6039,6039,9005.76,286,1252,758,833
6040,6040,2453.41,1243,676,694,1384
6041,6041,570.03,1651,406,680,901
6042,6042,17741.02,1114,1052,961,1135
6043,6043,1579.77,1166,1348,681,1415
6044,6044,5946.1,1676,1610,918,1339
